ReservableOptionMarketGroupId,capacity,baseline_revenue,optimal_revenue,uplift_pct,ladder_0_4w,ladder_5_12w,ladder_13_26w,ladder_27_52w,optimal_total_bookings,optimal_mean_price
Domestic-Zubat-Chansey-Seasonal-2025-10-27,473.0,534.0145960452311,604.3521016538276,13.171457508745497,1.15,1.15,1.15,1.05,3.323767064968211,181.4243867924528
Domestic-Zubat-Chansey-Seasonal-2025-12-15,473.0,870.1648807785525,920.5711781425013,5.792729455922112,1.15,1.15,1.15,1.05,5.025169548427883,191.78188679245284
Rest of Europe-Armaldo-Fearow-Mobile-2025-12-15,349.0,485.7664289692223,859.1000319347628,76.85454998562581,1.15,1.0,0.95,0.85,3.479347883669545,235.27018867924525
Rest of Europe-Azelf-Shaymin-Mobile-2025-09-15,811.0,107.11824052724538,231.63998685217956,116.24700490974014,1.15,1.15,1.15,0.85,0.6724968830507998,311.36817924528305
Rest of Europe-Azelf-Shaymin-Mobile-2025-12-08,811.0,597.9254831026387,775.997160587808,29.781583578133237,1.15,1.15,1.15,1.05,2.225799582491137,352.36831132075486
Rest of Europe-Blissey-Combee-Mobile-2025-12-01,211.0,3.386558991820458,3.983295685779563,17.620738200645565,0.95,0.85,0.85,0.85,0.02522070873465493,172.35535849056606
Rest of Europe-Blissey-Combee-Mobile-2025-12-08,211.0,417.564617926831,462.3177439871555,10.717652822818078,1.15,1.15,1.15,0.95,1.8715775255964688,256.52204716981134
Rest of Europe-Boldore-Regigigas-Mobile-2025-11-17,610.0,60.272587443431796,62.892863062213266,4.3473753656929075,1.05,0.85,0.85,0.85,0.18559775918308025,331.62316981132074
Rest of Europe-Buizel-Gimmighoul-Mobile-2025-12-08,255.0,524.7104094657695,655.9266213689594,25.00735825629738,1.15,1.15,1.15,1.05,3.4957891213250702,193.03048113207547
Rest of Europe-Caterpie-Glaceon-Static-2025-12-08,192.0,562.5131573245275,564.1600251292524,0.29276965050167103,1.15,1.15,1.05,1.0,2.1901154992631375,269.9740943396227
Rest of Europe-Cetoddle1-Steenee1-Permanent-2025-12-08,498.0,193.90937972726968,197.32404318155244,1.760958370907806,1.15,1.15,1.15,1.0,3.0637384944322252,66.30650943396228
Rest of Europe-Decidueye-MimeJr-Static-2025-10-27,250.0,175.7904894839371,194.58068839638477,10.688973543227219,1.15,1.15,1.15,0.85,2.102490419737453,80.68435849056603
Rest of Europe-Dialga-Skitty-Seasonal-2025-11-03,368.0,112.15409060849719,112.15409060849719,0.0,1.0,0.85,0.85,0.85,0.325103167164755,356.74258490566046
Rest of Europe-Dialga-Skitty-Seasonal-2025-11-24,368.0,97.01405641937791,97.01405641937791,0.0,1.0,0.85,0.85,0.85,0.2590633850122247,359.7679245283018
Rest of Europe-Dialga-Skitty-Seasonal-2025-12-01,368.0,71.55270770861341,84.16412504824395,17.625353034840344,1.05,0.85,0.85,0.85,0.23419712957913907,358.0807264150943
Rest of Europe-Dialga-Skitty-Seasonal-2025-12-15,368.0,1123.2713171503678,1188.1196944685832,5.773171301367291,1.15,1.15,1.15,1.05,2.316817027980543,558.6371603773584
Rest of Europe-Espeon-Krabby-Permanent-2025-11-03,311.0,6.838019862072718,9.929845112845358,45.215213075374955,1.05,0.85,0.85,0.85,0.08551401885854967,107.33119811320753
Rest of Europe-Espeon-Krabby-Permanent-2025-12-22,311.0,119.68325073127,216.67763390501685,81.04257077001739,1.15,1.05,0.95,0.85,1.538698185127375,134.21194339622645
Rest of Europe-Hakamoo-Turtonator-Permanent-2025-09-22,247.0,457.20257860942036,494.1420840564425,8.079461309989437,0.95,0.85,0.85,0.85,1.1123584534923447,425.89934905660385
Rest of Europe-Haxorus1-Venusaur-Mobile-2025-11-24,342.0,10.253619548850903,12.007504425889724,17.105031727409614,1.15,0.85,0.85,0.85,0.10944383967079323,102.93872641509434
Rest of Europe-Illumise-Appletun-Mobile-2025-12-01,314.0,22.922864976577326,31.93592703883869,39.31909066109733,1.05,0.85,0.85,0.85,0.14657206210986362,214.68204716981134
Rest of Europe-Inkay-Chimchar-Permanent-2025-09-29,543.0,217.6975343324442,225.98195273617233,3.805471857608205,1.15,1.15,1.0,0.85,1.3925268067940286,150.04066981132078
Rest of Europe-Inkay-Chimchar-Permanent-2025-10-13,543.0,202.4503761684464,259.33653644912096,28.09881678527636,1.15,1.15,0.95,0.85,1.5387946556584802,161.79530188679246
Rest of Europe-Mawile-Houndour-Mobile-2025-11-10,259.0,0.6999894905358094,1.1101303285443453,58.592427965538775,0.85,0.85,0.85,0.85,0.022053962861202404,56.36045283018868
Rest of Europe-Mudkip-Tyrunt-Mobile-2025-09-29,429.0,96.38077857644386,98.81730525745483,2.5280213721021743,1.15,1.05,1.0,0.85,0.3338901995897849,267.59317924528295
Rest of Europe-Mudkip-Tyrunt-Mobile-2025-11-24,429.0,15.619191573389763,18.272668861365794,16.988569962204252,1.15,0.85,0.85,0.85,0.07349941495813495,222.47311320754716
Rest of Europe-Oricorio-Dragonite-Mobile-2025-12-08,313.0,272.5677432715084,273.9409345736258,0.5037981698184795,1.15,1.05,1.0,0.85,2.0750407562136006,126.05513207547166
Rest of Europe-Pawmot-Electrike-Permanent-2025-09-22,279.0,95.55010954628911,142.48583750300963,49.12158466336722,1.15,1.15,1.15,1.15,2.0696586601237152,69.26710377358492
Rest of Europe-Pawmot-Electrike-Permanent-2025-10-20,279.0,67.72526854865811,139.76631875008826,106.37248363167629,1.05,1.0,0.85,0.85,2.823557852403268,49.550688679245276
Rest of Europe-Pawmot-Electrike-Permanent-2025-11-17,279.0,5.728572765992144,6.107390106341576,6.612769983446719,1.15,1.0,0.85,0.85,0.12562659574544177,45.72796226415094
Rest of Europe-Pinsir-Flamigo-Permanent-2025-12-08,326.0,1350.0617535787023,1610.1715856097546,19.26651364958389,1.15,1.15,1.15,1.05,2.8506239890928224,610.8470188679245
Rest of Europe-PorygonZ-Skiploom-Permanent-2025-09-29,273.0,101.39933685487667,115.42554183754005,13.832639756547692,1.15,1.15,1.15,0.85,1.0355455483637233,100.63612264150944
Rest of Europe-PorygonZ-Skiploom-Permanent-2025-11-17,273.0,1.9055812593221573,4.241475728713888,122.58172974594859,0.85,0.85,0.85,0.85,0.04058207096247357,97.38578301886791
Rest of Europe-PorygonZ-Skiploom-Permanent-2025-12-15,273.0,1309.376624087666,1339.8410859770147,2.3266385949554778,1.15,1.15,1.15,1.0,11.330620894333498,126.61709433962264
Rest of Europe-Quaquaval-Sizzlipede-Mobile-2025-10-13,202.0,301.08941702712065,318.72152467732406,5.856103420803793,1.15,1.15,1.0,0.85,1.607868146806058,188.58627358490574
Rest of Europe-Steenee-Trubbish-Seasonal-2025-11-03,375.0,81.27265542627492,88.44841774681433,8.829245559779665,1.15,1.0,0.85,0.85,0.23169197809071954,370.337320754717
Rest of Europe-Sunkern-Murkrow-Permanent-2025-09-15,435.0,384.15899164384194,529.6590471648443,37.87495768311915,1.15,1.15,1.05,0.85,1.4718623960887467,326.6372924528302
Rest of Europe-Sunkern-Murkrow-Permanent-2025-09-29,435.0,153.7330659536674,227.45824047384122,47.95661496947792,1.15,1.15,1.05,0.85,0.6451803451739646,323.8534433962264
Rest of Europe-Sunkern-Murkrow-Permanent-2025-11-10,435.0,61.37564916863809,73.2916567017354,19.414878204149716,1.15,1.15,0.85,0.85,0.24150336336138314,290.53316981132076
Rest of Europe-Sunkern-Murkrow-Permanent-2025-12-01,435.0,45.49164026512745,61.228475081235764,34.59280589662911,1.15,1.15,0.85,0.85,0.19980087010098802,290.8373773584905
Rest of Europe-Tinglu-Drampa-Mobile-2025-09-15,590.0,434.5491284361868,442.69376100356936,1.8742719831685544,1.15,1.15,1.0,0.85,1.1673608097839363,355.2557735849056
Rest of Europe-Tinglu-Drampa-Mobile-2025-09-22,590.0,521.9463606364305,523.340494998961,0.2671029951872033,1.15,1.15,1.0,0.85,1.315302644704006,380.63247169811314
Rest of Europe-Umbreon-Grafaiai1-Mobile-2025-10-13,746.0,1959.560058538598,2261.0827366330595,15.387263931034157,1.15,1.15,1.15,1.0,4.774089359378826,462.6796226415095
Rest of Europe-Unown-Charjabug1-Permanent-2025-10-27,545.0,417.47203587867045,463.40081298562575,11.00164158547461,1.15,1.15,1.15,1.0,3.6342373270069595,124.27273584905662
Rest of Europe-Zubat-Chansey-Seasonal-2025-09-22,473.0,963.5738861503988,1025.6616521757587,6.4434878235864685,1.15,1.15,1.15,1.0,5.198119427851508,200.63433018867923
Rest of Europe-Zubat-Chansey-Seasonal-2025-11-17,473.0,36.14435622375139,40.64517541954053,12.452342954808357,0.95,0.85,0.85,0.85,0.3412650169774564,128.12029245283017
